,model,date,training_length,test_length,mae,msae,rho
9542,naive_model,159,2880,960,12.02221875,395.5830408723958,0.8958014470192064
9543,xgboost,159,2880,2880,13.891207003123233,400.6443346647004,0.8673447074626014
9544,elastic_net,159,2880,2880,22.250688575620376,850.6296964429285,0.789739543893731
9545,naive_model,159,2880,2880,16.033895833333336,603.943021796875,0.8339341753521708
9546,xgboost,159,5760,96,8.047109981824955,119.5047540848278,0.970986919666026
9547,elastic_net,159,5760,96,7.62340353001937,109.04429389434944,0.9703216979973932
9548,naive_model,159,5760,96,9.244166666666668,175.76593828125002,0.9718593579211824
9549,xgboost,159,5760,192,7.951116698980331,110.58253580269252,0.9593814323366292
9550,elastic_net,159,5760,192,8.066188618310122,134.71229158757697,0.932657260677478
9551,naive_model,159,5760,192,15.275416666666668,474.97636933593753,0.8535805342031909
9552,xgboost,159,5760,384,13.590197118694585,382.97020877999495,0.9165538431412384
9553,elastic_net,159,5760,384,10.014267160642728,199.4902888745321,0.9130562724300262
9554,naive_model,159,5760,384,19.656627604166665,821.7573401367189,0.8152113403471828
9555,xgboost,159,5760,960,14.023749450456352,454.0164213041408,0.924271242219062
9556,elastic_net,159,5760,960,10.564459975508322,215.80146546688084,0.896963929404783
9557,naive_model,159,5760,960,16.458036458333332,684.5653945572917,0.8645267405904978
9558,xgboost,159,5760,2880,14.90733093782266,437.3118589618397,0.9029018907224312
9559,elastic_net,159,5760,2880,16.328186693138857,639.0370776755807,0.8715204647854548
9560,naive_model,159,5760,2880,18.161401041666668,740.1359466536459,0.8333634326286478
9561,xgboost,159,8640,96,13.837855582684275,344.6995641239196,0.922550454156338
9562,elastic_net,159,8640,96,54.08273247854682,3551.42367011798,0.8425564819259487
9563,naive_model,159,8640,96,30.425052083333338,1394.7047578125002,0.8109360110464802
9564,xgboost,159,8640,192,30.89899649611985,2226.029099406332,0.8619718262350041
9565,elastic_net,159,8640,192,46.43044564268644,2668.79550736442,0.7539587337358001
9566,naive_model,159,8640,192,56.207760416666666,5749.164889127605,0.3797959503737753
9567,xgboost,159,8640,384,25.65132066546008,1633.2844730354889,0.8896617835147448
9568,elastic_net,159,8640,384,34.02681668653558,1692.620380691424,0.6698566646698824
9569,naive_model,159,8640,384,39.72763020833333,3534.450284342449,0.6464036665429259
9570,xgboost,159,8640,960,24.609793685381607,1213.3157475145824,0.8507005383469559
9571,elastic_net,159,8640,960,30.0467897476542,1551.9464035175731,0.6812378244054537
9572,naive_model,159,8640,960,35.30542708333334,2516.539500703125,0.6605433743608013
9573,xgboost,159,8640,2880,23.54953844765284,1158.636256987678,0.8205768146359954
9574,elastic_net,159,8640,2880,24.72423020244172,1255.7038598190582,0.7945482570823089
9575,naive_model,159,8640,2880,32.79652256944444,2333.8242380772567,0.645246868522783
9576,xgboost,159,17280,96,9.017530565261842,127.27490366359908,0.4311506909381287
9577,elastic_net,159,17280,96,12.155041062537634,213.2028061747393,0.5351926396706673
9578,naive_model,159,17280,96,43.043645833333336,2864.323736458334,0.3532264409446682
9579,xgboost,159,17280,192,10.701995205879212,168.93824260959414,0.4974146845409719
9580,elastic_net,159,17280,192,11.20127078778025,195.11108736861124,0.6508029758975101
9581,naive_model,159,17280,192,26.652239583333337,1508.009924479167,0.3565850466085459
9582,xgboost,159,17280,384,14.210100807944931,324.26584093429574,0.638085349551148
9583,elastic_net,159,17280,384,12.094498904040323,254.5401531955848,0.7691836638788198
9584,naive_model,159,17280,384,24.28169270833334,1163.6851934895835,0.4901720909295902
9585,xgboost,159,17280,960,10.5485062362353,194.8799866798698,0.7696405682589122
9586,elastic_net,159,17280,960,11.977427173651858,273.7746788257243,0.751374815722803
9587,naive_model,159,17280,960,18.05245833333333,647.0885985416666,0.5769263926513767
9588,xgboost,160,2880,96,9.137600763638812,129.4370403751109,0.9395528075936632
9589,elastic_net,160,2880,96,7.088237208892076,73.6104765217486,0.8869913185024417
9590,naive_model,160,2880,96,5.875937500000002,58.80760403645835,0.9609468258274552
9591,xgboost,160,2880,192,12.054097912311557,219.67234028475363,0.936994775095188
9592,elastic_net,160,2880,192,12.536843125997548,346.9973552445487,0.9134945838228004
9593,naive_model,160,2880,192,6.767473958333334,73.99194680989585,0.9477168841385673
9594,xgboost,160,2880,384,12.416852046748003,327.2298084899455,0.9360875085369464
9595,elastic_net,160,2880,384,13.123520798634363,322.15715097404853,0.8726907360739901
9596,naive_model,160,2880,384,10.534583333333336,324.8098248372396,0.9155628521668951
9597,xgboost,160,2880,960,11.905699637333552,254.05614025392248,0.9276855739940232
9598,elastic_net,160,2880,960,12.580054332347352,282.8802998864141,0.8445588350258976
9599,naive_model,160,2880,960,14.469708333333331,564.4059924348959,0.8639498934287497
9600,xgboost,160,2880,2880,14.11525439259741,414.2103978616343,0.870894949603115
9601,elastic_net,160,2880,2880,28.98215274316792,1395.7113576490117,0.7285005367636715
9602,naive_model,160,2880,2880,16.082697916666667,606.9313880902778,0.8352451740834973
9603,xgboost,160,5760,96,7.22212872500221,88.00890892502075,0.9637515548079688
9604,elastic_net,160,5760,96,8.674354138277518,163.9365235674886,0.9420103092783504
9605,naive_model,160,5760,96,21.306666666666665,774.1868003906251,0.8454429843591423
9606,xgboost,160,5760,192,10.669063474535944,194.40441693884415,0.9711212040110444
9607,elastic_net,160,5760,192,11.6261166020163,261.52791272845565,0.8927803624230258
9608,naive_model,160,5760,192,16.895729166666666,551.9047271484375,0.8803207158998673
9609,xgboost,160,5760,384,13.39165013267348,343.18330561304475,0.9380552424563728
9610,elastic_net,160,5760,384,10.10132544695895,193.943514326342,0.8957363890120045
9611,naive_model,160,5760,384,20.00657552083333,833.5812547851561,0.8164726212946696
9612,xgboost,160,5760,960,14.41783226924762,459.4859067898154,0.9368307276527555
9613,elastic_net,160,5760,960,10.751384864482816,218.68107039163613,0.8935058641478533
9614,naive_model,160,5760,960,17.865322916666667,763.9553896744791,0.8435213131866717
9615,xgboost,160,5760,2880,15.054314219887884,439.47646310246313,0.9156065629853952
9616,elastic_net,160,5760,2880,17.900213940863374,752.915408918054,0.8528986603992539
9617,naive_model,160,5760,2880,18.867430555555558,780.7672406380209,0.8258437854763343
9618,xgboost,160,8640,96,48.64682630310457,4433.520914255684,0.9209669556127242
9619,elastic_net,160,8640,96,33.55587462147712,1358.442875847359,0.8357953852557521
9620,naive_model,160,8640,96,81.99046875,10103.62502044271,0.7513700488334238
9621,xgboost,160,8640,192,37.26186343487041,3086.3566746566703,0.8741430985677223
9622,elastic_net,160,8640,192,28.56854549493961,1122.0236950475005,0.7048780363756239
9623,naive_model,160,8640,192,54.033932291666666,5810.482779622397,0.7310853701543554
9624,xgboost,160,8640,384,27.91296379181246,1911.77599876654,0.853783515886665
9625,elastic_net,160,8640,384,27.85837722632922,1492.897871117585,0.7840015615405839
9626,naive_model,160,8640,384,45.0032421875,4011.819794694011,0.5529445243270037
9627,xgboost,160,8640,960,26.900601837803915,1400.127135116148,0.8078725790139472
9628,elastic_net,160,8640,960,26.81256240163332,1254.638878640587,0.7412796736259143
9629,naive_model,160,8640,960,37.930171875,2801.906025911458,0.6017323951794317
9630,xgboost,160,8640,2880,24.956631628026567,1292.002950564842,0.8078736195645964
9631,elastic_net,160,8640,2880,23.274712549232223,1152.622884219209,0.8210767784769374
9632,naive_model,160,8640,2880,33.271940972222225,2403.080730837674,0.6482221716812829
9633,xgboost,160,17280,96,12.446793403625486,213.22175120404287,0.7386294346639787
9634,elastic_net,160,17280,96,10.15547837410502,172.32146594090673,0.688465438370204
9635,naive_model,160,17280,96,10.260833333333332,151.6961125,0.7566993807782618
9636,xgboost,160,17280,192,14.565503119627635,398.59104000360566,0.6971073535025216
9637,elastic_net,160,17280,192,11.217135964273067,240.15926618170909,0.8380733019457391
9638,naive_model,160,17280,192,15.178229166666666,418.08608020833327,0.7399819856097477
9639,xgboost,160,17280,384,12.89674637913704,293.7779814309087,0.7533822453921344
9640,elastic_net,160,17280,384,11.396854823408404,235.89927912698363,0.8062717071853062
9641,naive_model,160,17280,384,17.617734375,548.6188643229167,0.7026044104406504
9642,xgboost,160,17280,960,10.8613371442159,226.51843967654293,0.8112407653529121
9643,elastic_net,160,17280,960,11.813876713921449,267.0555838730915,0.7818410090023129
9644,naive_model,160,17280,960,15.875270833333332,433.69343791666665,0.6921674684492624
9645,xgboost,161,2880,96,11.498549757003786,206.59785940618625,0.9482383472438968
9646,elastic_net,161,2880,96,17.71627724238752,593.2727899930061,0.9401985920370176
9647,naive_model,161,2880,96,7.659010416666668,89.17628958333336,0.9472056429734128
9648,xgboost,161,2880,192,13.739515895843503,341.2441734629178,0.956097245249056
9649,elastic_net,161,2880,192,13.444255564212575,358.3863607623096,0.8932985927456709
9650,naive_model,161,2880,192,15.676223958333331,597.5917125,0.8613768428725781
9651,xgboost,161,2880,384,13.26745275914669,320.43226255204,0.9264375476520296
9652,elastic_net,161,2880,384,16.456581939039065,454.9606286528951,0.830078297919735
9653,naive_model,161,2880,384,16.235533854166665,687.4240241861979,0.8414268556859112
9654,xgboost,161,2880,960,10.818520204504331,230.5347142099948,0.931138174260661
9655,elastic_net,161,2880,960,13.29130066265868,299.45689224262054,0.8217252472476675
9656,naive_model,161,2880,960,14.524291666666668,567.18927765625,0.8619291037894371
9657,xgboost,161,2880,2880,14.560678902361127,437.3162866977616,0.8737776181601861
9658,elastic_net,161,2880,2880,29.291306683472023,1403.4436447457804,0.7394570942086339
9659,naive_model,161,2880,2880,16.597055555555556,630.7773613020835,0.8291966479735747
9660,xgboost,161,5760,96,13.8647646856308,306.5271149482309,0.967407822614814
9661,elastic_net,161,5760,96,14.182935444564762,329.0741384207993,0.8762886597938144
9662,naive_model,161,5760,96,12.484791666666666,329.62265390625004,0.9383509846465536
9663,xgboost,161,5760,192,17.066205563570065,490.1734294795724,0.938543893565539
9664,elastic_net,161,5760,192,11.406376180027683,237.35248844185185,0.9030498060385754
9665,naive_model,161,5760,192,24.037838541666662,1168.5383109375,0.7972131849975055
9666,xgboost,161,5760,384,16.67236157945047,501.6383055709386,0.9312459252743526
9667,elastic_net,161,5760,384,11.037201883271678,204.3785050707112,0.8729745207713672
9668,naive_model,161,5760,384,18.622265625,762.6512365559896,0.8731021570263391
9669,xgboost,161,5760,960,14.777720393214375,486.8861196126594,0.9340353676264402
9670,elastic_net,161,5760,960,11.273898387627575,219.00071202921237,0.8767134800754494
9671,naive_model,161,5760,960,16.788984375,714.3819375260417,0.8659311460303835
9672,xgboost,161,5760,2880,16.847712180543276,641.2020258920861,0.898089492266614
9673,elastic_net,161,5760,2880,19.18130930446629,771.6165904266987,0.8490313429973116
9674,naive_model,161,5760,2880,20.89022395833333,1091.748514639757,0.7914924000550021
9675,xgboost,161,8640,96,20.815574846267697,1297.2989023841242,0.9325700571824806
9676,elastic_net,161,8640,96,25.69455324567808,1025.7160301956417,0.5772653282691264
9677,naive_model,161,8640,96,26.077395833333338,1517.3405388020835,0.8766142159522518
9678,xgboost,161,8640,192,18.192353246212004,851.6545742183607,0.9207158199332394
9679,elastic_net,161,8640,192,23.39898861702804,839.5619887493884,0.6368194126064066
9680,naive_model,161,8640,192,23.2475,1319.7356795572916,0.8362026286520361
9681,xgboost,161,8640,384,19.908800057172773,763.437696503736,0.934733608062181
9682,elastic_net,161,8640,384,24.876803981866345,1381.877522005161,0.7697285548676537
9683,naive_model,161,8640,384,30.4444921875,1705.94024921875,0.8188954125391745
9684,xgboost,161,8640,960,23.636386586360636,1014.5682083129618,0.833616536105554
9685,elastic_net,161,8640,960,25.72293553802466,1225.1488962266128,0.7444197347893364
9686,naive_model,161,8640,960,32.29152083333334,1902.371800377604,0.676516465260083
9687,xgboost,161,8640,2880,23.491245845040773,1116.3702775573774,0.8283228250835571
9688,elastic_net,161,8640,2880,22.70021277378917,1128.6872079362258,0.8116957706583248
9689,naive_model,161,8640,2880,31.06550520833333,2094.465357482639,0.6861412162679017
9690,xgboost,161,17280,96,15.873002300262453,501.9636991692949,0.8331485015579406
9691,elastic_net,161,17280,96,12.225923665008914,304.67827251795643,0.9233174397759834
9692,naive_model,161,17280,96,20.095625,684.4760479166666,0.7317670358757289
9693,xgboost,161,17280,192,13.477060136000311,332.04744237705404,0.8066385950932902
9694,elastic_net,161,17280,192,12.953817363825236,310.7088091936181,0.7227392701100104
9695,naive_model,161,17280,192,21.911145833333336,819.3604625000002,0.6919045941743404
9696,xgboost,161,17280,384,11.040009756088256,236.1624590540185,0.8522589078942548
9697,elastic_net,161,17280,384,14.39786583822044,418.37206787112353,0.8114695040461178
9698,naive_model,161,17280,384,19.085859375,614.0011466145834,0.7307573321592703
9699,xgboost,161,17280,960,11.03116984764735,228.60881641793063,0.810154975613161
9700,elastic_net,161,17280,960,12.066124792105848,273.13243964186927,0.7892435004793925
9701,naive_model,161,17280,960,17.035552083333332,486.08219781250006,0.6572545585834814
9702,xgboost,162,2880,96,15.926856730779011,403.1312281913418,0.9624074948787346
9703,elastic_net,162,2880,96,10.24594498102195,149.74285252670185,0.8902182613171356
9704,naive_model,162,2880,96,23.6934375,1106.0071354166666,0.8551535176953954
9705,xgboost,162,2880,192,15.541460147301356,425.6666228130236,0.9582492000612056
9706,elastic_net,162,2880,192,13.564557162650786,257.6477953232646,0.839293904020388
9707,naive_model,162,2880,192,14.301692708333334,575.6277028645833,0.9051279293948494
9708,xgboost,162,2880,384,14.150628356337547,371.6070549411706,0.9169275249468382
9709,elastic_net,162,2880,384,14.55218372749936,320.9090429685036,0.7937382346194839
9710,naive_model,162,2880,384,18.22860677083333,771.6833241536459,0.8252065077624654
9711,xgboost,162,2880,960,10.95438142591715,242.35776992491637,0.9245350428920216
9712,elastic_net,162,2880,960,13.050190988978343,283.39106802375466,0.8048838261205918
9713,naive_model,162,2880,960,16.194973958333332,684.2145802083335,0.8533751935238877
9714,xgboost,162,2880,2880,15.611485757737112,524.3679606974797,0.8755425015052223
9715,elastic_net,162,2880,2880,24.20758856825675,988.4180689373064,0.7835903086290854
9716,naive_model,162,2880,2880,16.757914930555554,638.7922401128473,0.8308457370570997
9717,xgboost,162,5760,96,19.557447582880656,652.2155276726918,0.8605029239815178
9718,elastic_net,162,5760,96,8.372353048397907,131.23593049841165,0.9539338035811178
9719,naive_model,162,5760,96,35.59088541666666,2007.4539679687505,0.8276021855596131
9720,xgboost,162,5760,192,15.409988591074944,453.20603313838313,0.8759321904845127
9721,elastic_net,162,5760,192,9.27893523072892,141.22992011254493,0.904143382253208
9722,naive_model,162,5760,192,23.117421874999994,1115.257782421875,0.8343307941113389
9723,xgboost,162,5760,384,20.112812346434215,843.6210867467016,0.908662570916828
9724,elastic_net,162,5760,384,10.22168446547959,170.11059744516453,0.8608051590332525
9725,naive_model,162,5760,384,17.12102864583333,716.1301041341145,0.8896209720963668
9726,xgboost,162,5760,960,14.014895655532678,465.2779573949114,0.9187798540979863
9727,elastic_net,162,5760,960,12.12147573350567,247.7986198424969,0.852288334990201
9728,naive_model,162,5760,960,16.597635416666666,709.490567890625,0.8675565606517683
9729,xgboost,162,5760,2880,17.408083066295415,721.4473767785299,0.8845044675831962
9730,elastic_net,162,5760,2880,20.583846948404258,838.0732066867739,0.8348434650975258
9731,naive_model,162,5760,2880,21.34331076388889,1131.3391108029514,0.7879484222333204
9732,xgboost,162,8640,96,16.878077680269875,468.0464734502373,0.9345940200315276
9733,elastic_net,162,8640,96,21.4741113773986,697.6518152646263,0.9447466616048644
9734,naive_model,162,8640,96,20.417604166666667,1122.1308203125,0.9302088985349974
9735,xgboost,162,8640,192,19.644254901409145,639.4000681949349,0.8828337597786216
9736,elastic_net,162,8640,192,27.073475562979144,1857.2248568990829,0.8823969539353368
9737,naive_model,162,8640,192,35.97255208333333,2213.156809765625,0.8663938095108918
9738,xgboost,162,8640,384,17.587820232311884,505.8762818483559,0.906606247524424
9739,elastic_net,162,8640,384,25.2480542291093,1371.9338519952742,0.8706610951305425
9740,naive_model,162,8640,384,27.903710937499994,1445.977864095052,0.8609704764373526
9741,xgboost,162,8640,960,24.65381591110428,1147.395662397997,0.8049390173066523
9742,elastic_net,162,8640,960,23.71278825657007,1093.675129554708,0.7800390652519978
9743,naive_model,162,8640,960,32.959796875,2075.9333432161457,0.6528517514556516
9744,xgboost,162,8640,2880,23.52852237583945,1101.7176446941437,0.826998590233384
9745,elastic_net,162,8640,2880,22.04512313812737,1089.5265956658886,0.8211393489584332
9746,naive_model,162,8640,2880,30.69663715277778,2065.578320876736,0.6860466687137464
9747,xgboost,162,17280,96,10.940689339637755,179.44545332987082,0.6916974537419249
9748,elastic_net,162,17280,96,13.71584257401912,317.0780066119248,0.4805648437769498
9749,naive_model,162,17280,96,23.72666666666667,954.2448770833334,0.6923541261290971
9750,xgboost,162,17280,192,10.876278860569,168.1466844063144,0.7875981284555175
9751,elastic_net,162,17280,192,11.608166321002118,231.93929856708,0.7639059436924979
9752,naive_model,162,17280,192,20.05723958333333,679.1516484375001,0.6747905140116416
9753,xgboost,162,17280,384,8.412112098137538,112.64666118522987,0.8721707346049296
9754,elastic_net,162,17280,384,15.633481525601464,443.03039863597087,0.6816238547545164
9755,naive_model,162,17280,384,18.12703125,530.1236901041667,0.7750261984461241
9756,xgboost,162,17280,960,10.208215701421102,184.64241570206312,0.8099141628171472
9757,elastic_net,162,17280,960,12.653869530496198,287.7415108006573,0.7394807026664918
9758,naive_model,162,17280,960,17.960885416666667,521.1374353125,0.5896634723345674
9759,xgboost,163,2880,96,14.084563394387564,411.969388756583,0.9710719865314902
9760,elastic_net,163,2880,96,18.148685487701883,449.22649820931446,0.8348441225092854
9761,naive_model,163,2880,96,4.909947916666667,45.2482703125,0.9840376317074698
9762,xgboost,163,2880,192,13.233085856835046,314.69913386763034,0.9153071363191176
9763,elastic_net,163,2880,192,19.27144699914531,544.116526914262,0.7874655554570088
9764,naive_model,163,2880,192,16.794843750000002,777.2563358723959,0.8426177017358685
9765,xgboost,163,2880,384,11.522195743719736,258.21142343527674,0.926183432836518
9766,elastic_net,163,2880,384,15.07950217729237,351.4285119585209,0.8183994549606897
9767,naive_model,163,2880,384,15.867239583333337,622.4311882486979,0.8615282544221582
9768,xgboost,163,2880,960,11.172399181892477,259.41050951169814,0.9187731450348392
9769,elastic_net,163,2880,960,13.378667260442514,296.4501732783455,0.8228521672653378
9770,naive_model,163,2880,960,15.6958125,659.5529464453125,0.8621780773835698
9771,xgboost,163,2880,2880,16.69091868997945,609.5053876062973,0.8647296905865282
9772,elastic_net,163,2880,2880,28.72911426394879,1310.816513298603,0.7596603785897981
9773,naive_model,163,2880,2880,17.154496527777777,668.8404678645834,0.8235518704314905
9774,xgboost,163,5760,96,11.258353498776753,223.71578235834912,0.9651606167443924
9775,elastic_net,163,5760,96,10.223590955750131,157.00870844867688,0.8641209983722191
9776,naive_model,163,5760,96,10.643958333333332,223.061596875,0.9720994156097682
9777,xgboost,163,5760,192,16.432138160467147,577.6837737011749,0.9172298636348988
9778,elastic_net,163,5760,192,11.787915376483436,205.24268351562463,0.8410027174138687
9779,naive_model,163,5760,192,13.206692708333334,356.7641621744792,0.9595165309643496
9780,xgboost,163,5760,384,17.765217619140945,740.9244133394646,0.9146191067354152
9781,elastic_net,163,5760,384,11.879947942152794,218.40616455611965,0.8156939870675839
9782,naive_model,163,5760,384,16.212096354166665,764.9354836588541,0.9419605395671876
9783,xgboost,163,5760,960,12.858163039406142,404.06591396189367,0.9322047025965706
9784,elastic_net,163,5760,960,12.315202379100924,250.2792501564336,0.8521571141437528
9785,naive_model,163,5760,960,13.662510416666665,514.3515817447917,0.901330607041798
9786,xgboost,163,5760,2880,17.181346909006024,719.1702854760016,0.8932249519982207
9787,elastic_net,163,5760,2880,21.051787350422703,862.8723485855287,0.8316948614386831
9788,naive_model,163,5760,2880,20.837534722222223,1101.8283392144097,0.7981400432105662
9789,xgboost,163,8640,96,21.445907597541808,857.6924007029365,0.9065301081710916
9790,elastic_net,163,8640,96,33.649974888327684,3120.2119566615,0.9048620373464408
9791,naive_model,163,8640,96,51.5275,3304.18279921875,0.91096039066739
9792,xgboost,163,8640,192,20.164671878814698,665.0022107172338,0.9492466280602454
9793,elastic_net,163,8640,192,26.195789067453678,1887.139189272268,0.8693872639046651
9794,naive_model,163,8640,192,37.641484375,2092.1448188802083,0.8271027641257245
9795,xgboost,163,8640,384,18.334702989682555,568.3594686334836,0.8331300000257147
9796,elastic_net,163,8640,384,31.21302767115483,1833.3036579109903,0.7272297150842298
9797,naive_model,163,8640,384,28.4696875,1370.2617947265626,0.7244328736589757
9798,xgboost,163,8640,960,24.619076369990907,1186.4168410863235,0.8103522273892189
9799,elastic_net,163,8640,960,23.550491797845584,1075.9829842528836,0.7762510757088459
9800,naive_model,163,8640,960,35.00959375,2366.545003151042,0.6038597330058958
9801,xgboost,163,8640,2880,23.41048272192809,1092.3584524875416,0.8209179930748026
9802,elastic_net,163,8640,2880,21.91698187758737,1092.9870322871573,0.8149486844487296
9803,naive_model,163,8640,2880,30.38418923611111,2034.1987010329865,0.6797473688848199
9804,xgboost,163,17280,96,10.636045401891073,175.75229803848663,0.8655712156024542
9805,elastic_net,163,17280,96,9.52988913681552,147.4197341101207,0.8606678016191017
9806,naive_model,163,17280,96,16.3878125,404.0584197916666,0.7304419779002186
9807,xgboost,163,17280,192,7.913003230094908,110.34128632373758,0.8867910932993053
9808,elastic_net,163,17280,192,15.863894279607086,527.8366748790069,0.7956134766258385
9809,naive_model,163,17280,192,16.260572916666668,408.64183072916666,0.7706373915163511
9810,xgboost,163,17280,384,8.508417167663573,119.58443873312017,0.8644952218035327
9811,elastic_net,163,17280,384,13.490101150929643,372.8024641645127,0.722967286322211
9812,naive_model,163,17280,384,16.080338541666666,382.00516901041664,0.7055510137907798
9813,xgboost,163,17280,960,11.475215323050817,240.76290069409663,0.8119078979628456
9814,elastic_net,163,17280,960,12.446368392539906,276.70477116442794,0.7181852961430741
9815,naive_model,163,17280,960,18.11195833333333,537.152818125,0.5785785456476352
9816,xgboost,164,2880,96,14.968640139897664,285.087201989564,0.8267739858048161
9817,elastic_net,164,2880,96,20.998824898057176,678.5562585769832,0.8447668365717207
9818,naive_model,164,2880,96,28.679739583333333,1509.2644014322916,0.7648079290593621
9819,xgboost,164,2880,192,13.4206539162,320.1093237768187,0.8865317776663589
9820,elastic_net,164,2880,192,16.864579263623437,444.08441315504,0.8470454991478917
9821,naive_model,164,2880,192,22.155520833333338,967.7389454427084,0.7907398010696891
9822,xgboost,164,2880,384,10.04463473101457,201.46512943338564,0.9194631769388808
9823,elastic_net,164,2880,384,13.116833234907377,283.1872369340457,0.8479179766534846
9824,naive_model,164,2880,384,15.619934895833332,618.2123938476562,0.8605770085733175
9825,xgboost,164,2880,960,10.926769027113917,241.959834353066,0.904976638193574
9826,elastic_net,164,2880,960,12.320036301131005,263.1369341776804,0.8343902730165755
9827,naive_model,164,2880,960,16.542572916666664,696.4456404947916,0.8560763088113776
9828,xgboost,164,2880,2880,16.380267407405707,580.8894543153237,0.8608376500584122
9829,elastic_net,164,2880,2880,30.28248077975548,1449.215618550635,0.7540294728463277
9830,naive_model,164,2880,2880,17.345630208333333,674.76757875,0.8202057843989572
9831,xgboost,164,5760,96,18.416478883425395,733.4002013826148,0.925426406474242
9832,elastic_net,164,5760,96,13.533625394693765,257.2065036724725,0.8654125929668353
9833,naive_model,164,5760,96,15.769427083333332,490.4667274739583,0.9878323385784048
9834,xgboost,164,5760,192,22.275485569238658,1075.3347212035126,0.9105549781215412
9835,elastic_net,164,5760,192,11.51056302300634,207.0543554170077,0.845698450045875
9836,naive_model,164,5760,192,11.124635416666669,317.00242584635413,0.9765063077811468
9837,xgboost,164,5760,384,16.32612539694955,646.8860055788424,0.9183701129533368
9838,elastic_net,164,5760,384,12.838010095882202,242.2698157383965,0.8604398683772067
9839,naive_model,164,5760,384,16.3953125,774.9361131184896,0.9089700265661312
9840,xgboost,164,5760,960,12.490976025998592,389.06454579678746,0.9273395299652516
9841,elastic_net,164,5760,960,12.973534134565725,271.3635193626802,0.8726770616905679
9842,naive_model,164,5760,960,13.173197916666668,496.950271328125,0.8970744480664679
9843,xgboost,164,5760,2880,17.25151308401074,726.8157496899263,0.8896629495826401
9844,elastic_net,164,5760,2880,22.18483377597124,986.893561145196,0.8328209491937345
9845,naive_model,164,5760,2880,22.20031944444445,1204.5323792925346,0.7771276262158078
9846,xgboost,164,8640,96,11.404174777170022,194.2009837908166,0.9538543976154082
9847,elastic_net,164,8640,96,21.05167481253626,753.416765544689,0.9456992092461132
9848,naive_model,164,8640,96,23.755468749999995,880.1068385416667,0.8716049633967758
9849,xgboost,164,8640,192,12.399390700757502,234.21558897966983,0.9374140283137016
9850,elastic_net,164,8640,192,24.78748320906547,942.031830163875,0.8497431552689344
9851,naive_model,164,8640,192,19.834869791666662,678.7989184244792,0.8507079497816862
9852,xgboost,164,8640,384,25.318609766289587,1146.7554011910934,0.6854170933866562
9853,elastic_net,164,8640,384,29.02642539971109,1278.1379878670332,0.7081188583819948
9854,naive_model,164,8640,384,28.67190104166667,1453.8286071614584,0.6464852889813076
9855,xgboost,164,8640,960,25.80186131676659,1260.3006998452547,0.7917116843287214
9856,elastic_net,164,8640,960,23.24681578218133,1032.580318976833,0.7704018005130265
9857,naive_model,164,8640,960,33.51679166666667,2270.857189960938,0.6005299042876092
9858,xgboost,164,8640,2880,23.98290753291837,1144.7152119788066,0.8030250277344719
9859,elastic_net,164,8640,2880,21.115534974666986,988.9585531693434,0.8173660966297176
9860,naive_model,164,8640,2880,28.97196006944444,1929.7282566145832,0.6945235598674152
9861,xgboost,164,17280,96,4.652660118738809,32.64983575972324,0.9242523926323624
9862,elastic_net,164,17280,96,22.31816456374329,924.17190598769,0.7133550599432517
9863,naive_model,164,17280,96,16.133333333333336,413.2252416666667,0.938089650635178
9864,xgboost,164,17280,192,6.2219530200958255,61.58949212077811,0.9310376252550272
9865,elastic_net,164,17280,192,20.0790619167648,670.3873577735221,0.6270909920933098
9866,naive_model,164,17280,192,16.196822916666665,381.0957317708333,0.8915783784930174
9867,xgboost,164,17280,384,6.769367347955704,80.60858672535116,0.8412158106367494
9868,elastic_net,164,17280,384,13.180813941698313,365.2752799282768,0.6931238976368561
9869,naive_model,164,17280,384,14.30984375,314.1530921875,0.6400252810634826
9870,xgboost,164,17280,960,11.200057765563333,224.4935420438017,0.8022958147605294
9871,elastic_net,164,17280,960,12.235106035146892,275.0135655461938,0.7068462798978632
9872,naive_model,164,17280,960,19.614812500000003,682.7316133333334,0.5437929871842688
9873,xgboost,165,2880,96,9.007113134066264,208.03438654916096,0.981234341241612
9874,elastic_net,165,2880,96,11.477109356154118,174.49767401806108,0.9037032013022246
9875,naive_model,165,2880,96,15.631302083333331,426.213489453125,0.9238605534454692
9876,xgboost,165,2880,192,8.84167212645213,170.74314846408006,0.9410351923568258
9877,elastic_net,165,2880,192,9.758342817776716,138.28286325443142,0.8565053612809351
9878,naive_model,165,2880,192,14.939635416666668,467.6060406250001,0.8916528768684048
9879,xgboost,165,2880,384,7.982924116849898,136.06248062604672,0.9557543755460294
9880,elastic_net,165,2880,384,9.43211227954369,132.40673906150127,0.832244591635134
9881,naive_model,165,2880,384,10.406002604166666,265.30293961588546,0.920543962680137
9882,xgboost,165,2880,960,9.713130736549694,185.3077143156644,0.9193229081786608
9883,elastic_net,165,2880,960,10.72975650199884,201.2701746646389,0.8454427672276518
9884,naive_model,165,2880,960,14.882770833333332,564.9082741015625,0.8653469458121408
9885,xgboost,165,2880,2880,16.522538687997393,596.7578843272046,0.8672163103631336
9886,elastic_net,165,2880,2880,19.361400035008,669.9993642553665,0.8374176939518909
9887,naive_model,165,2880,2880,16.915286458333334,640.8076562847222,0.8259680641673344
