,model,date,training_length,test_length,mae,msae,rho
4933,elastic_net,82,2880,2880,20.376853112453286,964.3723060086772,0.8688247166174381
4934,naive_model,82,2880,2880,20.946699652777777,1476.6339481293398,0.8682783514834623
4935,xgboost,82,5760,96,10.91518255710602,182.3329486904686,0.9420930460605575
4936,elastic_net,82,5760,96,22.39743550616757,969.4681844653592,0.9821351058057516
4937,naive_model,82,5760,96,18.65567708333333,630.8057631510418,0.9077048290830168
4938,xgboost,82,5760,192,12.635564235510923,285.05819539347505,0.9263938600052992
4939,elastic_net,82,5760,192,18.41123973368183,622.98219974756,0.945438176491333
4940,naive_model,82,5760,192,21.719583333333333,910.8971512369792,0.752032335960387
4941,xgboost,82,5760,384,15.483898066369196,419.3945887604111,0.9294621921512216
4942,elastic_net,82,5760,384,19.9629620385466,726.2718319044822,0.872815543292941
4943,naive_model,82,5760,384,32.025677083333335,1823.4721508463545,0.6747425611935093
4944,xgboost,82,5760,960,21.110530544250583,707.9092556346312,0.8475602488101993
4945,elastic_net,82,5760,960,18.975151573407,592.4089654576927,0.8653964643093611
4946,naive_model,82,5760,960,32.22353124999999,1691.7005193098958,0.6444142304669438
4947,xgboost,82,5760,2880,20.812218807344635,713.4221867147862,0.8730593030558578
4948,elastic_net,82,5760,2880,20.57392172470997,707.8621860262,0.8699653299622916
4949,naive_model,82,5760,2880,25.721046874999995,1211.889207178819,0.7653831253073258
4950,xgboost,82,8640,96,17.667397931503753,448.0412819411033,0.9112149292512652
4951,elastic_net,82,8640,96,41.30862566948732,3268.996089440805,0.8283533245887451
4952,naive_model,82,8640,96,26.61796875,1004.3288270833336,0.9580301006060058
4953,xgboost,82,8640,192,19.34453276373446,686.5291194969935,0.8835612441359094
4954,elastic_net,82,8640,192,51.9950877291032,7044.345880050503,0.8487837133305018
4955,naive_model,82,8640,192,25.29247395833333,936.8970841145834,0.8818652195273061
4956,xgboost,82,8640,384,19.68235339402842,810.5210167041317,0.8610908481314284
4957,elastic_net,82,8640,384,34.68188131483509,3765.0394026817175,0.8498069617330863
4958,naive_model,82,8640,384,27.0359375,1237.6492707682294,0.791827132561366
4959,xgboost,82,8640,960,24.83186784566784,1955.4581437642416,0.8718804851483776
4960,elastic_net,82,8640,960,28.704169344860112,2079.919894940564,0.8046213656721196
4961,naive_model,82,8640,960,28.723302083333337,1898.8600772395837,0.7887338210054149
4962,xgboost,82,8640,2880,18.756961869418,1000.8765574110566,0.8796520842155375
4963,elastic_net,82,8640,2880,20.75072292407492,989.0456673807162,0.8162909710795375
4964,naive_model,82,8640,2880,22.248479166666662,1309.982383159722,0.7939084183059754
4965,xgboost,82,17280,96,21.685812434355416,800.0636208504675,0.950649611661171
4966,elastic_net,82,17280,96,15.682380518183257,325.6986279101056,0.8289744981009224
4967,naive_model,82,17280,96,40.91557291666666,4028.247419661458,0.9003652779681072
4968,xgboost,82,17280,192,22.383566439698143,882.9607432219254,0.8973069713031244
4969,elastic_net,82,17280,192,24.399367153819487,1488.309657706304,0.8036211799523534
4970,naive_model,82,17280,192,38.757526041666665,3187.776043489583,0.7419611354119088
4971,xgboost,82,17280,384,20.366330462098897,720.3250411712951,0.8718375528956248
4972,elastic_net,82,17280,384,22.70484070344526,1372.4682804895892,0.8054295607440688
4973,naive_model,82,17280,384,37.457734375,2787.3616410481773,0.5960778934451268
4974,xgboost,82,17280,960,16.79675160287724,660.5859321060059,0.8720365626100264
4975,elastic_net,82,17280,960,24.92399844785341,1245.0912909927572,0.8521830222763979
4976,naive_model,82,17280,960,26.963046875,1746.0044836718748,0.7229514253558719
4977,xgboost,82,17280,2880,19.155767610996342,869.5256444813353,0.8568226912694505
4978,elastic_net,82,17280,2880,20.929858118096178,966.5281297891446,0.848970730387804
4979,naive_model,82,17280,2880,26.28495138888889,1752.20658733941,0.7188952906272563
4980,xgboost,83,2880,96,4.126126766204834,27.03851428842979,0.9391870986458722
4981,elastic_net,83,2880,96,30.75358953290976,1288.5892646554832,0.8640667390124797
4982,naive_model,83,2880,96,11.982500000000002,248.45475195312503,0.8679734129137276
4983,xgboost,83,2880,192,6.277024274667105,65.13921646219511,0.8880790255554191
4984,elastic_net,83,2880,192,28.41966357248372,1083.3316231395086,0.7775774299244496
4985,naive_model,83,2880,192,10.450104166666668,209.89738313802084,0.8967112150998421
4986,xgboost,83,2880,384,16.359222585186362,835.3560249874794,0.9042366059149364
4987,elastic_net,83,2880,384,29.51933625747621,1239.3697897540503,0.8023457530108288
4988,naive_model,83,2880,384,21.2882421875,1299.3945603841146,0.8389585179357759
4989,xgboost,83,2880,960,18.538408272868644,949.9271369250248,0.8896579693308944
4990,elastic_net,83,2880,960,35.66787267241201,2058.608240117901,0.8412949015729394
4991,naive_model,83,2880,960,21.78409895833333,1449.7732381901042,0.8301441337045279
4992,xgboost,83,2880,2880,17.977638279935295,992.9160566033286,0.9031051769918677
4993,elastic_net,83,2880,2880,32.507161037635406,1610.485308851661,0.860480397985833
4994,naive_model,83,2880,2880,21.082994791666664,1478.6869027473958,0.867598831859705
4995,xgboost,83,5760,96,11.20194474587838,247.55549049743797,0.9287884756121004
4996,elastic_net,83,5760,96,14.237770222791298,269.9927479730387,0.946323928377645
4997,naive_model,83,5760,96,24.78348958333333,1190.9885393229167,0.7349023331524688
4998,xgboost,83,5760,192,17.533870810021956,538.0844695485034,0.93364829673874
4999,elastic_net,83,5760,192,18.89663346355076,601.2448386498435,0.8999844017036054
5000,naive_model,83,5760,192,33.09078125,1783.3526660156251,0.7832610639912176
5001,xgboost,83,5760,384,19.30469395609883,630.8297102092953,0.8982667559246347
5002,elastic_net,83,5760,384,18.924376544437365,607.2750638228598,0.8480642070041716
5003,naive_model,83,5760,384,33.63888020833333,1941.8651008138024,0.637246329703245
5004,xgboost,83,5760,960,21.056501262057573,721.4830732938207,0.8595629717924145
5005,elastic_net,83,5760,960,18.010185416636112,521.6146749719719,0.8612654665227437
5006,naive_model,83,5760,960,35.249109375,1972.5143680729168,0.5934216403549444
5007,xgboost,83,5760,2880,20.957365647327567,723.4917052974732,0.8760624790406344
5008,elastic_net,83,5760,2880,21.083272477683728,787.5898978618133,0.8632893585040279
5009,naive_model,83,5760,2880,25.986456597222222,1224.3399759765623,0.7663193341550746
5010,xgboost,83,8640,96,19.48081580504775,753.7270645198214,0.8779706512527528
5011,elastic_net,83,8640,96,58.9025153617963,10161.67594787408,0.8966766142159524
5012,naive_model,83,8640,96,23.966979166666665,869.4653411458333,0.7928540180933344
5013,xgboost,83,8640,192,13.843446036037056,428.434395706114,0.9030244037316076
5014,elastic_net,83,8640,192,37.52429571947846,5347.883933873326,0.8927786669560265
5015,naive_model,83,8640,192,20.051119791666668,659.6896158854166,0.8181787355107001
5016,xgboost,83,8640,384,20.30102874244253,821.0798839018847,0.8502183451926215
5017,elastic_net,83,8640,384,27.174324068289096,2866.655307201508,0.8847785007267628
5018,naive_model,83,8640,384,28.61731770833333,1469.4140661458332,0.7973707165848521
5019,xgboost,83,8640,960,25.91471509904166,2128.3615150390547,0.8744551002802192
5020,elastic_net,83,8640,960,24.785726306442225,1679.7465609247074,0.8122069848772153
5021,naive_model,83,8640,960,29.870994791666668,2349.057803854167,0.7998929584199492
5022,xgboost,83,8640,2880,18.317832896063724,1015.2281858758384,0.8806252692333162
5023,elastic_net,83,8640,2880,18.7884249395019,823.5361491358692,0.8167409926343377
5024,naive_model,83,8640,2880,21.98460763888889,1305.151115516493,0.7937439241429587
5025,xgboost,83,17280,96,16.350158293123044,449.6554248092005,0.7906896306078561
5026,elastic_net,83,17280,96,33.09914535073343,2662.084440391286,0.8227075420510038
5027,naive_model,83,17280,96,36.59947916666667,2347.304667317708,0.6053666885957926
5028,xgboost,83,17280,192,18.08191556168099,522.5804838878943,0.905650572038842
5029,elastic_net,83,17280,192,25.23394292016709,1593.7268963180634,0.8476126330995905
5030,naive_model,83,17280,192,46.20544270833333,3379.2451651041665,0.4620225961342806
5031,xgboost,83,17280,384,18.06924552836766,496.0151952813773,0.8864503862336331
5032,elastic_net,83,17280,384,22.544539460916297,1390.4219529903469,0.8531945268245609
5033,naive_model,83,17280,384,34.208671875,2073.6715966145834,0.6278404120789811
5034,xgboost,83,17280,960,14.736877990330258,500.4676428121465,0.9028606267119238
5035,elastic_net,83,17280,960,24.74516212257362,1252.5136408524315,0.8624547152693084
5036,naive_model,83,17280,960,23.98701041666667,1363.8821638932293,0.774421749048861
5037,xgboost,83,17280,2880,18.336773764629747,813.0671462710893,0.8489172321336688
5038,elastic_net,83,17280,2880,20.779554041983623,970.4667960996056,0.8518179236956946
5039,naive_model,83,17280,2880,25.62857118055556,1642.4780239756944,0.720766259213727
5040,xgboost,84,2880,96,7.793891979853313,98.21173715524718,0.8618048204572216
5041,elastic_net,84,2880,96,15.737148084928116,368.6322371726376,0.6622987733989975
5042,naive_model,84,2880,96,8.917708333333334,171.34001432291666,0.9459405383279378
5043,xgboost,84,2880,192,11.13889972627163,238.6407015522321,0.8926797075135917
5044,elastic_net,84,2880,192,22.80426113916096,851.9069536425947,0.8044795418114864
5045,naive_model,84,2880,192,20.56309895833333,1027.7865711588545,0.8167698783077532
5046,xgboost,84,2880,384,17.981007097326216,908.9156162764926,0.8860515473502524
5047,elastic_net,84,2880,384,20.216143180223668,681.1091381528393,0.8106984477287318
5048,naive_model,84,2880,384,29.330846354166667,2255.195766341146,0.7780136463244494
5049,xgboost,84,2880,960,21.107674007458613,1142.8755934053936,0.8857689903277428
5050,elastic_net,84,2880,960,27.36639157590546,1679.6573395985397,0.8287664861103787
5051,naive_model,84,2880,960,23.609671875,1617.8560244661458,0.8104136744039859
5052,xgboost,84,2880,2880,18.23849210479959,998.7803961595534,0.9069831294772756
5053,elastic_net,84,2880,2880,22.86062014103175,1045.0501574590132,0.8571692492056783
5054,naive_model,84,2880,2880,21.509694444444445,1510.1046956597222,0.8610474998433654
5055,xgboost,84,5760,96,20.98191863616308,661.288559295287,0.9188096652444228
5056,elastic_net,84,5760,96,23.61179397652387,934.946660413018,0.8547205642973413
5057,naive_model,84,5760,96,41.39807291666667,2375.7167927083337,0.8455507325013566
5058,xgboost,84,5760,192,18.47150925102333,524.2711845084931,0.9457528996040376
5059,elastic_net,84,5760,192,22.079962113465104,861.4022296438876,0.8033621638877196
5060,naive_model,84,5760,192,42.33177083333333,2736.047150455729,0.5648001519896854
5061,xgboost,84,5760,384,21.877676274441185,752.7254763227705,0.8499918088835123
5062,elastic_net,84,5760,384,19.15677672317928,631.2727938492247,0.792533851234098
5063,naive_model,84,5760,384,36.02819010416667,2019.4416652343757,0.6137133881603416
5064,xgboost,84,5760,960,22.391701005615605,787.1610745805776,0.8467682126853033
5065,elastic_net,84,5760,960,18.594517413076467,571.7794785137219,0.8568980176342057
5066,naive_model,84,5760,960,36.05171354166667,2022.9560009765623,0.6035177976430467
5067,xgboost,84,5760,2880,22.06046476092334,797.6744699875168,0.868384630118534
5068,elastic_net,84,5760,2880,23.413395054922425,1241.0364398405156,0.8538141683194342
5069,naive_model,84,5760,2880,25.95923958333333,1213.6225360373262,0.7741304521804485
5070,xgboost,84,8640,96,7.717333778726558,104.6510147080018,0.9545283489277854
5071,elastic_net,84,8640,96,45.979725495301714,2671.795714272237,0.9363944655453066
5072,naive_model,84,8640,96,16.135260416666668,449.913890625,0.9376793114440548
5073,xgboost,84,8640,192,19.675976452107232,911.0607402215834,0.8821556810961038
5074,elastic_net,84,8640,192,42.96090590353958,2339.214885248237,0.901614975388248
5075,naive_model,84,8640,192,28.77940104166667,1538.4014574218752,0.8803399276683658
5076,xgboost,84,8640,384,18.749023862779143,707.488310598262,0.858388492470496
5077,elastic_net,84,8640,384,40.36432639323187,2044.34946124023,0.90490422541655
5078,naive_model,84,8640,384,25.9451953125,1322.895354199219,0.7767611692451608
5079,xgboost,84,8640,960,26.00498800779941,2164.9530502126504,0.8895623662374311
5080,elastic_net,84,8640,960,37.449869450834,1859.5593439690144,0.8056604566659324
5081,naive_model,84,8640,960,30.242708333333333,2459.2108907552088,0.7926066720168581
5082,xgboost,84,8640,2880,18.803408222402965,1050.092315713455,0.8784695267382675
5083,elastic_net,84,8640,2880,36.25245255769656,1639.6444879396165,0.8224994353112528
5084,naive_model,84,8640,2880,21.631626736111112,1289.9747778385415,0.79275246064584
5085,xgboost,84,17280,96,18.796362298329672,522.8788808115421,0.9095831051071251
5086,elastic_net,84,17280,96,17.348286641824853,517.5716253906711,0.8923901247965274
5087,naive_model,84,17280,96,55.811406250000005,4411.185662890625,0.6698525970193802
5088,xgboost,84,17280,192,21.5727323738734,624.3881841644178,0.8460338839531
5089,elastic_net,84,17280,192,21.00341646331591,1258.228772551446,0.8585614798051602
5090,naive_model,84,17280,192,36.15794270833334,2386.947238606771,0.7176035290676807
5091,xgboost,84,17280,384,18.017056593572104,466.89627104657967,0.8395762878477604
5092,elastic_net,84,17280,384,18.95129535249859,843.5677052432419,0.8523107215901219
5093,naive_model,84,17280,384,27.531406250000003,1534.3052594726566,0.6895467882400994
5094,xgboost,84,17280,960,16.52158774666985,757.3310174490982,0.8545382612464516
5095,elastic_net,84,17280,960,22.641814907377604,1011.684363287794,0.8641280997785726
5096,naive_model,84,17280,960,22.78497395833333,1249.9326208203124,0.776430421715509
5097,xgboost,84,17280,2880,18.536459030424144,823.4948232189332,0.8460003532495077
5098,elastic_net,84,17280,2880,20.124079848107115,888.1982311508732,0.8516754591280765
5099,naive_model,84,17280,2880,25.142619791666664,1587.7960491970484,0.720803198644766
5100,xgboost,85,2880,96,18.754736344019573,622.6067634461241,0.9339085481787012
5101,elastic_net,85,2880,96,29.28916336369537,1376.3250785984246,0.9415455644692352
5102,naive_model,85,2880,96,32.20848958333334,1884.233127994792,0.769210421906288
5103,xgboost,85,2880,192,24.514436297441524,1526.7010935917851,0.905536262234858
5104,elastic_net,85,2880,192,24.02914305461107,951.3807204949344,0.8243444074023255
5105,naive_model,85,2880,192,32.12638020833334,2388.8917376302084,0.8099761549180586
5106,xgboost,85,2880,384,21.53556175781414,1051.3261341091356,0.9083515209127858
5107,elastic_net,85,2880,384,20.84261424369276,698.6154656194285,0.8339982544456063
5108,naive_model,85,2880,384,29.081015625000003,2244.944275683594,0.807051769880779
5109,xgboost,85,2880,960,23.21109195140377,1322.0255044833086,0.880700926172031
5110,elastic_net,85,2880,960,25.613369771369868,1606.2341875386462,0.8389815651679781
5111,naive_model,85,2880,960,26.467791666666667,1874.69328015625,0.7798970329038427
5112,xgboost,85,2880,2880,19.34818837227137,1092.5276707187802,0.9052988915892648
5113,elastic_net,85,2880,2880,21.762970393467437,1002.3512630719736,0.8550421959082694
5114,naive_model,85,2880,2880,22.592373263888888,1583.5839216059028,0.8590606015264048
5115,xgboost,85,5760,96,14.740529928704104,339.7357985901756,0.9676599929465814
5116,elastic_net,85,5760,96,22.23849129429564,883.4817395563108,0.8719594155430271
5117,naive_model,85,5760,96,43.26546875,3096.3775082031248,0.7795700812943447
5118,xgboost,85,5760,192,21.883737136224905,716.7389177007007,0.8406822840060342
5119,elastic_net,85,5760,192,19.47922915896439,650.6000159046524,0.8176090499579404
5120,naive_model,85,5760,192,34.18697916666667,2100.377535611979,0.7101780086514666
5121,xgboost,85,5760,384,23.96602613707383,810.8938910085286,0.7621170256071917
5122,elastic_net,85,5760,384,16.601672871642247,477.0203171033661,0.8542163045834846
5123,naive_model,85,5760,384,37.3708203125,2041.789320117188,0.5498215731674453
5124,xgboost,85,5760,960,21.41473053754556,758.7819771578687,0.8278101894748048
5125,elastic_net,85,5760,960,17.46846750744603,498.026699326862,0.876613524470416
5126,naive_model,85,5760,960,34.870078125,1905.9783158854168,0.614420539509807
5127,xgboost,85,5760,2880,22.07396642556124,781.1219146478415,0.8641417157526903
5128,elastic_net,85,5760,2880,22.03674015179,1111.8565693641165,0.8582337632598256
5129,naive_model,85,5760,2880,25.117145833333336,1149.429105967882,0.781123832832053
5130,xgboost,85,8640,96,31.25470375717928,1672.5904562502055,0.8854842223985818
